OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
973,ชุมชนซอยสุดเขต,1035,103504,5,13.68635956,100.4832298,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง,โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,1047.2742809951494
974,ชุมชนบางมดพัฒนา หมู่ 7,1035,103503,5,13.67364038,100.4681464,เขตจอมทอง,แขวงบางมด,ชุมชนเมือง,โรงพยาบาลคูน,305.6781768188673
1106,ชุมชนหมู่บ้านพัฒนาศาลาลอย,1032,103201,5,13.70054676,100.665761,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลเดอะซีพลัส ประเวศ,1290.679937544303
1107,ชุมชนสุเหร่าคลองเคล็ด,1032,103202,5,13.68743925,100.6388604,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง,โรงพยาบาลสินแพทย์ ศรีนครินทร์,1481.3834617319253
1108,ชุมชนเราะห์มาตุ้ลอิสลาม,1032,103202,5,13.69962453,100.6738343,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง,โรงพยาบาลเดอะซีพลัส ประเวศ,413.35010825244166
1109,ชุมชนหมู่บ้านร่มเย็น,1032,103202,5,13.69193001,100.6459081,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง,โรงพยาบาลสินแพทย์ ศรีนครินทร์,1550.3921634304338
1111,ชุมชนเกาะเลิ้งสัมพันธ์,1032,103201,5,13.71068658,100.6511974,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลวิภาราม,2749.65082809238
1112,ชุมชนหลัง สน.ประเวศ,1032,103201,5,13.72152862,100.6747014,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลเดอะซีพลัส ประเวศ,2444.1378994397064
1114,ชุมชนบ้านม้า,1032,103201,5,13.7348419,100.6721516,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลศิริน,2317.9511686321684
1115,ชุมชนร่วมใจพัฒนา,1032,103202,5,13.68229667,100.6618333,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง,โรงพยาบาลสินแพทย์ ศรีนครินทร์,1484.0850148531763
1116,ชุมชนเคหะนคร 3,1032,103202,5,13.67860695,100.6674923,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง,โรงพยาบาลสินแพทย์ ศรีนครินทร์,2025.8638302360828
1118,ชุมชนเกาะกลาง,1032,103201,5,13.72023241,100.6618595,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง,โรงพยาบาลวิภาราม,2416.8800114661426
294,ชุมชนสุทธาราม,1015,101507,1,13.71361397,100.4921936,เขตธนบุรี,แขวงสำเหร่,ชุมชนแออัด,โรงพยาบาลสมิติเวช ธนบุรี,297.00488127844335
295,ชุมชนสนามแดง,1015,101504,1,13.71301236,100.4825093,เขตธนบุรี,แขวงบุคคโล,ชุมชนแออัด,โรงพยาบาลสมเด็จพระปิ่นเกล้า,499.57549331850527
1119,ชุมชนวิเศษสุข,1034,103401,5,13.74470964,100.636151,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลสมิติเวชศรีนครินทร์,519.8304794807012
517,ชุมชนแผ่นดินทองฮาซานุดดีน,1003,100302,2,13.85605551,100.8983249,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4250.194875673394
519,ชุมชนแผ่นดินทองคอยรุตตั๊กวา,1003,100305,2,13.83324125,100.8297985,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4114.16700017945
520,ชุมชนแผ่นดินทองคอยรุดดีน,1003,100305,2,13.82702927,100.8494594,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,3479.8921771422665
1120,ชุมชนเอื้ออารีย์,1034,103401,5,13.71158277,100.6414962,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,2606.2195203230526
1121,ชุมชนหัวหมากเกาะกลาง,1034,103401,5,13.7378489,100.6443418,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,346.0709306725758
546,ชุมชนแผ่นดินทองนูรุ้ลเอี๊ยะซาน,1003,100305,2,13.83929716,100.8321582,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,3506.6612806615053
547,ชุมชนแผ่นดินทองซอลีฮุ้ลมุสลีมีน,1003,100305,2,13.81888291,100.848683,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4369.469118980429
653,ชุมชนบางกระดี่ หมู่ 9,1021,102107,5,13.59360268,100.4007995,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,3323.229840600869
560,ชุมชนหมู่บ้านอยู่สบาย,1006,100608,5,13.74332995,100.6519344,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง,โรงพยาบาลศิริน,255.32930138468214
555,ชุมชนประชาสำราญ,1003,100304,5,13.92219566,100.867581,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,7265.3695161520955
558,ชุมชนร่วมพัฒนาสินอนันต์,1003,100305,5,13.85244112,100.8221047,เขตหนองจอก,แขวงโคกแฝด,ชุมชนเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4023.371253412595
559,ชุมชนมหาดไทย 2,1006,100601,5,13.76673155,100.6329472,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง,โรงพยาบาลเวชธานี,719.4337010166205
562,ชุมชนหมู่บ้านบัวขาว,1010,101001,5,13.80092153,100.7196593,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง,โรงพยาบาลเสรีรักษ์,1142.4799343859086
566,ชุมชนเทอดศาสนา,1011,101101,5,13.72049924,100.7360831,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง,โรงพยาบาลสิรินธร,3134.6242131785893
575,ชุมชนหมู่บ้าน 2521,1019,101903,5,13.79276463,100.4218097,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนเมือง,โรงพยาบาลธนบุรี 2,2517.014527948135
577,ชุมชนหมู่บ้านตวงทอง,1022,102201,5,13.69387083,100.4358117,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลมิตรประชา,2024.2822683820214
578,ชุมชนหมู่บ้านอินทราวิลล่า,1022,102201,5,13.69843889,100.4337314,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลมิตรประชา,1486.7824628814221
1123,ชุมชนประสาทศีล,1034,103401,5,13.73033198,100.6067597,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,1502.9405601601482
1124,ชุมชนภูมิสุข,1034,103401,5,13.71071639,100.6221214,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลฟัน,2276.8399920762045
1125,ชุมชนธรรมานุรักษ์,1034,103401,5,13.71611466,100.6368957,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,2261.517216282121
1126,ชุมชนนาคภาษิต,1034,103401,5,13.74287958,100.6340578,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลสมิติเวชศรีนครินทร์,812.1272629173667
1127,ชุมชนหลังสถานีรถไฟหัวหมาก,1034,103401,5,13.73824357,100.6366424,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลวิภาราม,1004.2638187059652
1128,ชุมชนหมู่บ้านเกษมสันต์ 2,1034,103401,5,13.72622208,100.6187792,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,2315.155363207388
1129,ชุมชนเจริญพัฒนา,1034,103401,5,13.73699823,100.626768,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลสมิติเวชศรีนครินทร์,1819.3023928475468
1130,ชุมชนคลองสะแก,1034,103401,5,13.73608934,100.6096098,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,899.0608114690556
1131,ชุมชนมุสลิมพัฒนาบ้านป่า,1034,103401,5,13.73075072,100.6090834,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,1467.5928429372027
274,ชุมชนวัดมะกอก,1019,101905,1,13.77574786,100.4287634,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนแออัด,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,2477.6768210831474
241,ชุมชนตรอกวังหลัง,1020,102004,1,13.75525796,100.4848371,เขตบางกอกน้อย,แขวงศิริราช,ชุมชนแออัด,โรงพยาบาลศิริราช,251.81602438180363
548,ชุมชนแผ่นดินทองนูรุ้ลลอฮ์,1003,100308,2,13.81559054,100.8704924,เขตหนองจอก,แขวงลำต้อยติ่ง,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4753.000295919628
549,ชุมชนแผ่นดินทองดารุ้ลคอยรอต,1003,100305,2,13.85491217,100.8361286,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,2486.1420664623647
550,ชุมชนแผ่นดินทองอัลยามีอะห์,1003,100307,2,13.817239,100.8377198,เขตหนองจอก,แขวงลำผักชี,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,4971.526012541078
551,ชุมชนหมู่บ้านเลียบวารี,1003,100305,2,13.85647147,100.8439109,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,1634.7618755702135
602,ชุมชนหมู่บ้านพัฒนา หมู่ 7 บางหว้า,1022,102201,2,13.70962453,100.4486298,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนชานเมือง,โรงพยาบาลมิตรประชา,1832.9331541825577
615,ชุมชนซอยนาคสถาพร 2,1023,102302,2,13.70223005,100.3741838,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลบุญญาเวช,1518.8812031750965
582,ชุมชนหลังวัดคูหาสวรรค์,1022,102207,5,13.73344788,100.4617585,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง,โรงพยาบาลบางไผ่,982.065419254748
586,ชุมชนริมคลองราชมนตรี หมู่ 10,1022,102202,5,13.71961211,100.4270915,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง,โรงพยาบาลมิตรประชา,1009.5499173615679
589,ชุมชนริมคลองราชมนตรี หมู่ 11,1022,102201,5,13.71276796,100.4272813,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลมิตรประชา,504.19956066851455
590,ชุมชนคลองตาแป้น,1022,102201,5,13.70885982,100.4371601,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลมิตรประชา,659.6862651040581
592,ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 1,1022,102202,5,13.71838444,100.4392615,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง,โรงพยาบาลมิตรประชา,1089.2051954213027
593,ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 7,1022,102202,5,13.7203421,100.4383858,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง,โรงพยาบาลมิตรประชา,1186.56441596583
268,ชุมชนซอยพฤกษอุดม - วัดน้อยใน,1019,101902,5,13.79135066,100.4655588,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนเมือง,โรงพยาบาลตา หู คอ จมูก,673.7933302430837
579,ชุมชนหลังวัดปากน้ำฝั่งใต้,1022,102207,5,13.74322255,100.4582127,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,1524.4278475641404
596,ชุมชนเทพประทาน,1022,102202,5,13.72770755,100.4293689,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง,โรงพยาบาลมิตรประชา,1785.6476531773603
595,ชุมชนหมู่บ้านพัฒนาหมู่ 1 คลองขวาง,1022,102208,5,13.73906244,100.4260625,เขตภาษีเจริญ,แขวงคลองขวาง,ชุมชนเมือง,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,2014.6743494126724
599,ชุมชนเพชรเกษม 42,1022,102201,5,13.71978635,100.4530286,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลพญาไท 3,1244.0412956104574
601,ชุมชนซอยวัดโคนอน,1022,102201,5,13.71049366,100.4545617,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลพญาไท 3,1720.4360175491709
604,ชุมชนหน้าวัดโคนอน,1022,102201,5,13.71431144,100.4540397,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง,โรงพยาบาลพญาไท 3,1446.2926809274077
142,ชุมชนเคหะชุมชนบ่อนไก่,1007,100704,6,13.72618899,100.5521335,เขตปทุมวัน,แขวงลุมพินี,ชุมชนอาคารสูง,โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ84พรรษา,248.82224540618452
281,ชุมชนโรงเรียนวัดตลิ่งชัน,1019,101902,1,13.78029237,100.4569256,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนแออัด,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1422.3695498698519
616,ชุมชนฉัตรชัยเสริมโชค,1023,102302,2,13.73541379,100.3548653,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลราชพิพัฒน์,1382.264016787399
619,ชุมชนแสงศิริ,1023,102302,2,13.7269232,100.3386714,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2694.566720562734
620,ชุมชนหมู่ 4 หนองค้างพลู,1023,102302,2,13.72741445,100.3447587,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลราชพิพัฒน์,2429.143292620688
521,ชุมชนหมู่ 5,1003,100301,2,13.85118193,100.8775199,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนชานเมือง,โรงพยาบาลเวชการุณย์รัศมิ์,2102.8980307783277
626,ชุมชนหมู่บ้านชมเดือน 2,1023,102302,5,13.71311657,100.3524257,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,754.6301783607706
611,ชุมชนประดิษฐ์เจริญ,1023,102302,5,13.68089836,100.3407406,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2775.2279903616704
612,ชุมชนเอี่ยมวุฒิ,1023,102302,5,13.67475002,100.3426195,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2072.2432365317504
613,ชุมชนหมู่ 1 หนองแขม,1023,102302,5,13.69467998,100.3647002,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1886.9427820161131
608,ชุมชนหมู่บ้านนวมประดิษฐ์,1022,102207,5,13.73641924,100.4422381,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง,โรงพยาบาลผู้สูงอายุเฌ้อสเซอรี่ โฮม,282.8505134222348
650,ชุมชนหมู่บ้านหรรษา 3 (โครงการวีว่า),1023,102302,5,13.69410378,100.3427847,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1675.0527213775836
1972,ชุมชนสะพานดวงมณีพัฒนา,1042,104203,5,13.91145653,100.6296363,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง,โรงพยาบาลภูมิพลอดุลยเดช,1255.0746150869877
666,ชุมชนวัดกก,1021,102105,5,13.67300187,100.4491544,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนเมือง,โรงพยาบาลบางมด,821.5779867048689
674,ชุมชนหลวงพ่อขาว,1021,102105,5,13.62201988,100.4596754,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนเมือง,โรงพยาบาลพิม,4257.403092468082
671,ชุมชนเคหะชุมชนธนบุรี 1 ส่วน 1,1021,102107,5,13.64734218,100.4187435,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,611.699639694228
672,ชุมชนเคหะชุมชนธนบุรี 1 ส่วน 2,1021,102107,5,13.64623524,100.4194579,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,677.481529696245
675,ชุมชนทรัพย์สินพัฒนา,1021,102107,5,13.60998256,100.3781969,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,6242.451807795293
654,ชุมชนบางกระดี่ หมู่ 8,1021,102107,5,13.59809642,100.403848,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,3467.7205261623867
655,ชุมชนวัดแสมดำ,1021,102107,5,13.59382932,100.387761,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,4477.480188649724
656,ชุมชนเพชรทองคำ,1021,102107,5,13.63448285,100.4036652,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,2765.4171721370785
658,ชุมชนสามัคคี,1021,102107,5,13.62132647,100.4201872,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,3375.6594437246918
659,ชุมชนวัดสะแกงาม,1021,102107,5,13.62834528,100.4194989,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,2608.0889454639982
282,ชุมชนบ้านลุ่ม,1019,101902,1,13.78180959,100.4586922,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนแออัด,โรงพยาบาลเจ้าพระยา,1295.3256757417498
197,ชุมชนวัดเครือวัลย์,1016,101601,1,13.74677453,100.4855696,เขตบางกอกใหญ่,แขวงวัดอรุณ,ชุมชนแออัด,โรงพยาบาลธนบุรี,898.5870939468297
623,ชุมชนรักเจริญ,1023,102302,2,13.71670754,100.3553405,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1207.4019617816161
647,ชุมชนเลียบคลองหมื่นแช่ม หมู่ 6,1023,102302,2,13.68459987,100.3664449,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2869.0339346523806
648,ชุมชนเลียบคลองตาปลั่ง,1023,102302,2,13.67815887,100.3474739,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2446.3735313129732
663,ชุมชนจุลพงษ์,1021,102107,5,13.6519894,100.4405773,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพิม,767.3118011369376
644,ชุมชนหมู่บ้านกานดา,1023,102302,5,13.67247137,100.3443908,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,1804.6666643568349
646,ชุมชนหมู่บ้านวังทอง,1023,102302,5,13.69712202,100.3545994,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1056.5853314836645
634,ชุมชนหมู่บ้านพุดตาน,1023,102302,5,13.68825336,100.3414017,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2300.458687609657
664,ชุมชนสายสัมพันธ์,1021,102107,5,13.65810569,100.4427497,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพิม,220.49650614167535
665,ชุมชนซอยนายเจียก,1021,102107,5,13.66345371,100.4433462,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพิม,662.9636416929333
667,ชุมชนวัดกำแพง,1021,102107,5,13.67979623,100.4466536,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลบางมด,1401.560997045749
669,ชุมชนบางกระดี่ หมู่ 2,1021,102107,5,13.60268085,100.4052335,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,3802.42829487239
670,ชุมชนเชื่อมสัมพันธ์,1021,102107,5,13.61807822,100.3756743,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,5360.32809426674
1132,ชุมชนแสงสันติ,1034,103401,5,13.73519844,100.6076158,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,963.7356966315191
1133,ชุมชนร่วมพัฒนาบ้านป่า,1034,103401,5,13.7330775,100.6071205,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลแพทย์ปัญญา,1198.125432715529
1134,ชุมชนหมู่บ้านฮอลลีวู้ด,1034,103401,5,13.72246039,100.6107096,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง,โรงพยาบาลฟัน,1430.5340100741978
131,ชุมชนแฟลตครอบครัวสถานีตำรวจนครบาลบางรัก,1004,100405,6,13.73010258,100.5231719,เขตบางรัก,แขวงสี่พระยา,ชุมชนอาคารสูง,โรงพยาบาลไอเอ็มเอช สีลม,670.586287882334
198,ชุมชนวัดนาคกลาง,1016,101601,1,13.74606098,100.4839746,เขตบางกอกใหญ่,แขวงวัดอรุณ,ชุมชนแออัด,โรงพยาบาลธนบุรี,858.5909745541311
122,ชุมชนซอยพิพัฒน์ 2,1004,100402,1,13.72554466,100.5322777,เขตบางรัก,แขวงสีลม,ชุมชนแออัด,โรงพยาบาลบี เอ็น เอช,308.38919872250244
303,ชุมชนโรงเจ 2,1015,101503,1,13.71880308,100.4816026,เขตธนบุรี,แขวงบางยี่เรือ,ชุมชนแออัด,โรงพยาบาลรัชดา-ท่าพระ,477.8950670045205
630,ชุมชนสาครปานสินธุ์,1023,102302,2,13.68987627,100.3669746,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,2439.374088793835
631,ชุมชนสวัสดิการหนองแขม,1023,102302,2,13.69799656,100.3566755,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1052.8411238653528
635,ชุมชนหรรษา 1,1023,102302,2,13.69051381,100.3446504,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1917.644643382485
636,ชุมชนซอยโรงงานยากันยุง,1023,102302,2,13.69682708,100.3473583,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,1160.6796423969638
637,ชุมชนซอยประสิทธิ์ 4/3,1023,102302,2,13.67824913,100.3656594,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,3306.082266643152
638,ชุมชนดงรัก,1023,102302,2,13.67815538,100.3497759,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2484.905307997286
641,ชุมชนซอยสถิตย์,1023,102302,2,13.67431126,100.3451778,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2006.7928509180115
643,ชุมชนสะพาน 1,1023,102302,2,13.67083489,100.3461011,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,1626.0181244821708
642,ชุมชนหมู่ 11 หนองแขม,1023,102302,2,13.66979027,100.3503477,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,1611.3735720962043
668,ชุมชนหมู่บ้านเกาะโพธิ์,1021,102107,2,13.5756657,100.3898177,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนชานเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,3643.0588636633356
270,ชุมชนวัดมณฑป,1019,101903,2,13.77358838,100.4486992,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนชานเมือง,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1711.4320040726752
640,ชุมชนตลาดหนองแขม,1023,102302,2,13.67651988,100.3413167,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง,โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,2287.323861882706
691,ชุมชนเชิงตาแพ (ศิษย์พ่อเสาธง),1021,102105,2,13.56000085,100.4201085,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง,โรงพยาบาลผู้สูงอายุบางขุนเทียน,1508.7611388432408
2006,ชุมชนหมู่บ้านเจริญทรัพย์,1046,104603,5,13.83517148,100.7153505,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง,โรงพยาบาลเสรีรักษ์,2683.241849165338
594,ชุมชนเจริญวิถี,1022,102208,5,13.74440647,100.4163759,เขตภาษีเจริญ,แขวงคลองขวาง,ชุมชนเมือง,โรงพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,3112.8800352282537
693,ชุมชนหมู่บ้านสวัสดี,1021,102107,5,13.65368292,100.4493599,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพิม,663.8716431914355
679,ชุมชนซอยศักดิ์มงคลชัย,1021,102107,5,13.63494796,100.4156932,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,1987.6299931223555
688,ชุมชนเคหะชุมชนธนบุรี 1 ส่วน 3,1021,102107,5,13.64594037,100.4220166,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง,โรงพยาบาลพีเอ็มจี,646.1065931922627
